*Element, type=CPS3
 203,  627,   43,  470
 204,  628,   44,  471
 205,  706,  538,  479
 206,  908,   51,  481
 207,  539,   52,  483
 208,  684,  539,  563
 209,  672,  653,  489
 210,  747,  674,  358
 211, 1124,  669,  350
 212, 1253,  349, 1238
 213, 1491, 1377, 1444
 214, 1557, 1497,  309
 215, 1503,  284, 1465
 216, 1534, 1526,  261
 217, 1721, 1676, 1700
 218, 1684, 1651,  235
 219, 1674, 1651, 1630
 220, 1694, 1686,  210
 221, 1792, 1748, 1730
 222, 1723, 1681, 1709
 223, 1638, 1627, 1614
 224, 1598, 1561, 1578
 225, 1508, 1468, 1437
 226, 1418, 1287, 1325
 227, 1325, 1287,  203
 228, 1184,  669,  487
 229,  676,   55,  486
 230, 1050,  676,  678
 231, 1284, 1180,  310
 232, 1339, 1305, 1237
 233, 1421, 1288, 1326
 234,  678,  486,   54
 235,  748,  678,  673
 236,  924,  804,  311
 237, 1797,  924,  953
 238,  673,  485,  654
 239,  689,  654,  579
 240,  841,  804,  689
 241,  579,  490,  564
 242,  697,  496,  556
 243,  642,  498,   62
 244,  648,  599,  499
 245,  818,  629,  292
 246,  737,  643,  630
 247,  734,  600,  244
 248,  723,  601,  220
 249,  824,  622,  623
 250,  603,  507,  560
 251,  717,  602,  624
 252,  910,   71,  511
 253,  709,  558,  510
 254, 1200, 1042, 1136
 255, 1292, 1195, 1244
 256, 1330, 1292,  217
 257, 1406, 1295, 1346
 258, 1315, 1269,  289
 259, 1162, 1098,  978
 260,  859,  775,  337
 261,  948,  775,  859
 262,  540,   70,  509
 263,  914,  772,  192
 264, 1075,  952, 1010
 265, 1273, 1220,  240
 266, 1489, 1440,  264
 267, 1269, 1213,  289
 268, 1099,  313, 1026
 269, 1163, 1026,  289
 270, 1507, 1500, 1341
 271, 1285, 1234,  136
 272,  955,  923,  129
 273, 1222, 1085,  113
 274, 1101,  116, 1028
 275, 1104,  117, 1028
 276, 1111, 1035,   98
 277,  933,   99,  837
 278, 1046,  661,  666
 279, 1182,   75,  518
 280,  668,  518,  519
 281, 1079,  147, 1048
 282, 1443, 1079, 1229
 283, 1375, 1311,  147
 284, 1498, 1375, 1477
 285, 1543,  164, 1498
 286, 1639, 1606, 1623
 287, 1337, 1331,  214
 288, 1524, 1486, 1517
 289, 1350, 1209, 1262
 290, 1445, 1373,  239
 291, 1440, 1373, 1378
 292, 1351, 1220, 1280
 293, 1190, 1068, 1140
 294, 1225,  190, 1173
 295, 1256,  165, 1240
 296, 1692, 1596, 1668
 297, 1596, 1579,  188
 298,  749,  659,  665
 299,  847,  800,  691
 300,  923,  800,  129
 301,  881,  138,  749
 302,  976,  968,   84
 303,  566,   79,  524
 304,  714,  566,  524
 305,  712,  572,   78
 306,  573,  526,  525
 307, 1799,  526,  573
 308,  695,  114,  575
 309,  848,  770,  114
 310,  847,  770,  113
 311,  691,  578,  114
 312,  578,  528,  575
 313,  574,  527,   80
 314,  631,    3,  409
 315,  634,  632,  408
 316,  817,  632,   90
 317,  817,  785,  605
 318,  645,  604,  406
 319,  604,    1,  406
 320,  571,  521,  405
 321,  635,  631,  409
 322,  753,   85,  698
 323,  943,  792,  874
 324, 1459, 1194, 1289
 325, 1390, 1129, 1275
 326, 1438, 1371, 1379
 327, 1211, 1126,  128
 328, 1148,  955, 1086
 329,  938,  835,   94
 330, 1107, 1031,  985
 331, 1395, 1289, 1327
 332, 1487, 1438,  111
 333, 1266, 1211,  128
 334, 1085, 1015,  129
 335,  992,  927,  809
 336,  961,   96,  927
 337, 1293,  104, 1247
 338, 1271, 1216,  117
 339, 1166, 1028,  117
 340,  899,  813,  887
 341,  997,   97,  899
 342, 1321, 1271,  117
 343, 1104, 1028,  980
 344,  932,  808,  892
 345,  958,   98,  932
 346, 1815, 1111, 1167
 347,  917,  789,   99
 348,  868,  752,  759
 349,  969,  943,  874
 350, 1041,  101,  969
 351, 1141,  949, 1072
 352, 1353, 1217, 1277
 353, 1475,  127, 1447
 354, 1324, 1285,  136
 355, 1341, 1307, 1234
 356, 1170, 1107,  985
 357, 1089,  103, 1017
 358, 1247,  997, 1017
 359, 1094, 1022,  104
 360,  946,  778,  862
 361,  862,  778,  115
 362,  774,  683,  107
 363,  949,  915,  108
 364, 1217, 1129,  109
 365, 1469,  110, 1438
 366, 1384, 1216, 1320
 367, 1415, 1271, 1321
 368, 1410, 1361, 1293
 369, 1327, 1289,  120
 370, 1241,  121, 1141
 371, 1134, 1059,  855
 372, 1006,  854,  901
 373, 1054,  802,  883
 374, 1230,  132, 1178
 375, 1760, 1648, 1682
 376, 1602,  181, 1592
 377, 1577, 1561,  206
 378, 1592, 1549, 1577
 379, 1637,  206, 1627
 380, 1658, 1627,  207
 381, 1711, 1690,  158
 382, 1604, 1586,  142
 383, 1259, 1203,  132
 384, 1138, 1054,  132
 385,  883,  802,  745
 386, 1037, 1006,  124
 387, 1277, 1217,  109
 388, 1447, 1379, 1371
 389, 1348, 1211, 1266
 390,  700,  533,  122
 391,  581,  107,  561
 392,  671,  652,  427
 393,  745,  680,  131
 394, 1123,  670,  139
 395, 1254, 1233,  156
 396, 1653, 1632, 1619
 397, 1509,  204, 1468
 398, 1532, 1468,  205
 399, 1049,  680,  670
 400, 1621, 1259,  141
 401, 1230, 1178, 1069
 402, 1334, 1300,  133
 403, 1522, 1484, 1515
 404, 1387, 1126, 1263
 405,  745,  671,  680
 406, 1287, 1236,  203
 407,  921,  799,  178
 408,  690,  580,  153
 409,  580,  428,  562
 410,  543,  429,   18
 411, 1183,  670,  425
 412, 1186,  140, 1123
 413, 1644, 1604, 1641
 414, 1648,  158, 1644
 415, 1336, 1334,  133
 416, 1564,  143, 1453
 417, 1732, 1701,  161
 418, 1613,  186, 1599
 419, 1628, 1594, 1617
 420, 1511, 1480, 1432
 421, 1419, 1285, 1324
 422, 1120,  668, 1048
 423, 1188,  148, 1120
 424, 1076,  166, 1046
 425, 1068,  191, 1056
 426, 1280, 1220,  216
 427, 1249, 1010, 1040
 428, 1040, 1010, 1008
 429, 1008,  852,  904
 430,  744,  661,  166
 431,  666,  661,  517
 432, 1118,  666,  148
 433,  754,  150,  545
 434,  920,  793,  174
 435,  858,  776,  176
 436, 1164, 1025,  200
 437, 1317, 1270,  224
 438, 1490, 1441,  225
 439, 1374,  249, 1352
 440, 1352, 1219, 1279
 441, 1402, 1297, 1332
 442, 1338, 1332,  275
 443, 1587, 1563,  276
 444, 1455, 1425, 1338
 445, 1513, 1482, 1431
 446, 1476,  226, 1448
 447, 1448, 1374,  250
 448, 1525, 1483, 1514
 449, 1402, 1355, 1297
 450,  746,  675,  679
 451,  679,  423,  651
 452,  842,  767,  177
 453,  767,  690,  153
 454, 1281, 1175,  179
 455,  799,  746,  154
 456, 1780, 1078, 1227
 457, 1121,  677, 1051
 458,  679,  675,   14
 459, 1821, 1653, 1619
 460, 1718, 1711,  182
 461, 1733, 1720, 1602
 462, 1754, 1553, 1570
 463, 1743, 1726, 1737
 464, 1662, 1656,  185
 465, 1636,  210, 1626
 466, 1735, 1732,  161
 467, 1506,  162, 1467
 468, 1531, 1507, 1467
 469,  709,  540,  169
 470,  584,  168,  557
 471,  852,  772,  168
 472, 1056,  798,  878
 473, 1173,  878,  166
 474,  682,  169,  540
 475, 1113,  170,  558
 476,  896,  834,  766
 477,  970,  941,  873
 478,  677,   15,  424
 479, 1051,  675,  155
 480,  935,  838,  826
 481, 1814,  920,  982
 482,  977,  176,  947
 483, 1314, 1016, 1151
 484, 1347, 1212, 1268
 485, 1268, 1212,  202
 486, 1267, 1212,  226
 487, 1087,  956, 1016
 488, 1794,  921,  956
 489, 1308, 1281,  179
 490, 1726,  183, 1717
 491, 1717, 1667, 1708
 492, 1753, 1739,  209
 493, 1757, 1678,  184
 494, 1599, 1560, 1575
 495, 1584, 1560,  186
 496, 1567, 1543, 1555
 497, 1303, 1202, 1258
 498, 1623, 1258,  189
 499, 1803,  952, 1144
 500, 1195, 1171,  194
 501, 1778,  832,  937
 502, 1108, 1032,  983
 503,  860,  776,  152
 504,  805,  735,  221
 505,  989,  805,  925
 506, 1156,  963, 1091
 507, 1316, 1270,  200
 508, 1214,  201, 1164
 509, 1681, 1667,  207
 510, 1616, 1594,  211
 511, 1784, 1606, 1643
 512, 1403, 1356, 1298
 513, 1331, 1298,  214
 514, 1144, 1132,  217
 515, 1392, 1292, 1330
 516,  930,  886,  810
 517,  960,  243,  930
 518, 1100,  176, 1025
 519,  784,  623,  602
 520, 1024,  999,  246
 521, 1246, 1019,  999
 522, 1407, 1296, 1345
 523, 1437,  204, 1418
 524, 1537, 1533,  228
 525, 1685, 1652,  254
 526, 1629, 1595, 1618
 527, 1600, 1559, 1576
 528, 1734, 1731,  328
 529, 1335, 1333,  356
 530, 1137, 1053,  357
 531,  803,  686,  366
 532,  653,  582,   53
 533, 1578, 1561,  205
 534, 1703,  230, 1610
 535, 1675,  254, 1652
 536, 1635,  279, 1625
 537, 1758, 1677,  305
 538, 1755, 1552, 1569
 539, 1622, 1260,  348
 540, 1179,  884,  358
 541,  674,  672,   56
 542, 1614,  206, 1598
 543, 1827, 1663, 1808
 544, 1746, 1695, 1741
 545, 1752, 1738,  280
 546, 1725,  306, 1716
 547, 1645, 1605, 1640
 548, 1670, 1231,  349
 549, 1052,  674,  669
 550, 1709, 1681,  207
 551, 1825, 1817,  232
 552, 1793, 1729,  257
 553, 1680, 1666,  282
 554, 1719, 1710,  307
 555, 1761, 1649, 1683
 556, 1253, 1238, 1185
 557, 1730,  208, 1723
 558, 1819, 1818,  233
 559, 1707, 1680,  282
 560, 1633,  283, 1624
 561, 1550, 1538,  308
 562, 1377,  332, 1309
 563, 1747, 1694, 1740
 564, 1767,  234, 1747
 565, 1654, 1634, 1611
 566, 1558, 1546,  284
 567, 1527, 1502, 1465
 568, 1674,  235, 1651
 569, 1759, 1660, 1676
 570, 1574, 1558,  284
 571, 1503, 1465, 1434
 572, 1554,  236, 1542
 573, 1456, 1424, 1337
 574, 1472,  240, 1440
 575, 1346, 1295,  242
 576,  898,  890,  816
 577, 1000,  267,  898
 578,  621,  244,  600
 579,  814,  732,  245
 580, 1393, 1291, 1329
 581, 1329, 1291,  272
 582, 1274, 1219,  249
 583, 1791, 1537, 1539
 584, 1722, 1679, 1703
 585, 1756, 1663, 1679
 586, 1766,  255, 1746
 587, 1820, 1818, 1819
 588, 1826, 1818,  257
 589, 1828, 1660, 1807
 590, 1700,  259, 1607
 591, 1479, 1461, 1430
 592, 1473,  263, 1445
 593, 1318, 1269,  265
 594, 1417, 1269, 1315
 595,  990,  807,  926
 596,  964,  291,  926
 597,  644,  630,  502
 598,  811,  715,  269
 599, 1160, 1110,  271
 600, 1802,  951, 1143
 601, 1074,  951, 1009
 602, 1250, 1009, 1039
 603, 1189, 1067, 1139
 604, 1201,  275, 1189
 605, 1642, 1603, 1620
 606, 1691, 1582, 1615
 607, 1781, 1603, 1646
 608, 1304, 1201, 1257
 609, 1673,  278, 1652
 610, 1631,  278, 1629
 611, 1695, 1687,  279
 612, 1793, 1749, 1729
 613, 1724, 1680, 1707
 614, 1634, 1624, 1611
 615, 1601, 1558, 1574
 616, 1146, 1125,  286
 617, 1262, 1209,  287
 618, 1098,  289, 1026
 619,  936,  840,  828
 620, 1109, 1029,  291
 621,  643,  292,  629
 622,  833,  830,  293
 623,  984,  294,  942
 624, 1196, 1172,  295
 625,  687,  321,  583
 626, 1007,  851,  903
 627, 1226,  299, 1174
 628, 1693, 1597, 1671
 629, 1580, 1544, 1568
 630, 1583, 1547, 1559
 631, 1568, 1544, 1556
 632, 1597, 1580,  301
 633, 1618, 1595,  302
 634, 1612,  303, 1600
 635, 1661, 1657,  304
 636, 1716, 1666, 1706
 637, 1655, 1624,  282
 638, 1573, 1550, 1546
 639, 1305, 1284,  310
 640, 1081, 1013,  311
 641,  818,  788,  620
 642,  755,  317,  704
 643,  971,  942,  875
 644,  681,  320,  536
 645, 1117,  662,  341
 646, 1255,  324, 1239
 647, 1376, 1310,  342
 648, 1504, 1501, 1340
 649, 1505, 1466, 1435
 650, 1529, 1504, 1466
 651, 1499, 1376, 1478
 652, 1576, 1559,  327
 653, 1731, 1702,  328
 654, 1742, 1725, 1736
 655, 1689,  330, 1645
 656, 1773, 1562,  331
 657, 1071,  333, 1050
 658,  748,  334,  678
 659,  742,  722,  599
 660,  667,  456,  457
 661, 1119,  667, 1047
 662, 1442, 1080, 1228
 663, 1306, 1282,  352
 664, 1323, 1286,  353
 665, 1512, 1433,  346
 666, 1420, 1286, 1323
 667, 1340, 1306, 1235
 668, 1536, 1530,  345
 669, 1565,  346, 1454
 670, 1605, 1585,  347
 671, 1670, 1649,  348
 672, 1184,  676,  350
 673,  801,  750,  359
 674,  880,  351,  750
 675, 1147,  954, 1083
 676, 1147, 1127,  353
 677, 1474,  362, 1446
 678, 1404, 1299, 1333
 679, 1523, 1485, 1516
 680, 1386, 1127, 1264
 681, 1423, 1333, 1335
 682, 1204,  356, 1191
 683, 1231, 1179, 1070
 684, 1223, 1084,  368
 685, 1084, 1014,  360
 686, 1349, 1210, 1265
 687, 1439, 1372, 1380
 688, 1354, 1218, 1278
 689, 1038, 1012, 1005
 690, 1278, 1218,  372
 691, 1446, 1380, 1372
 692, 1785, 1038, 1065
 693,  884,  803,  747
 694,  769,  692,  367
 695, 1272, 1215,  377
 696, 1385, 1215, 1319
 697, 1470,  371, 1439
 698, 1391, 1130, 1276
 699, 1142,  950, 1073
 700, 1060,  684,  856
 701,  950,  916,  373
 702, 1218, 1130,  372
 703,  853,  773,  374
 704,  777,  696,  375
 705, 1102,  376, 1027
 706, 1294,  394, 1248
 707, 1411, 1362, 1294
 708, 1328, 1290,  380
 709, 1460, 1193, 1290
 710, 1199, 1044, 1135
 711, 1135, 1060,  856
 712, 1242,  381, 1142
 713, 1036,  987,  384
 714,  957,  385,  931
 715,  998,  386,  900
 716, 1090,  393, 1018
 717, 1154, 1106,  392
 718,  972,  944,  876
 719,  944,  795,  876
 720,  757,  404,  705
 721,  831,  402,  823
 722,  939,  836,  389
 723, 1169, 1106,  986
 724, 1322, 1272,  377
 725, 1168, 1103,  979
 726,  861,  777,  375
 727,  815,  400,  733
 728,  812,  401,  728
 729,  664,  649,  516
 730,  665,  520,  655
 731,  718,  633,  604
 732,  645,  406,  407
 733,  605,  407,    2
 734,  634,    3,  631
 735,  635,    4,  588
 736,  606,    5,  587
 737,  607,  587,  411
 738,  608,    6,  586
 739,  609,    7,  585
 740,  415,  414,    9
 741,  698,  541,  416
 742,  698,  416,   10
 743,  699,  417,  418
 744,  905,  542,   11
 745,  905,  530,   83
 746,  700,   12,  533
 747,  581,  561,  422
 748,  581,  422,   13
 749,  651,  423,   17
 750, 1183,  425,   15
 751,  671,  427,   16
 752,  562,  428,  429
 753, 1800,  543,   18
 754,  906,  544,  431
 755,  906,  431,   19
 756,  701,  433,  545
 757,  545,  433,   20
 758,  546,  434,  435
 759,  435,   21,  436
 760,  719,  636,  589
 761,  646,  437,  438
 762,  610,  438,   23
 763,  735,  626,  221
 764,  638,  626,  440
 765,  611,   26,  592
 766,  612,  592,  442
 767,  613,  612,  443
 768,  720,  594,  317
 769,  453,  445,   29
 770,  583,  446,   33
 771,  583,  547,  446
 772,  702,   30,  536
 773,  548,  449,  448
 774,  907,  549,   31
 775,  703,  451,  450
 776,  704,  452,   32
 777,  704,  550,  452
 778,  663,  454,   34
 779, 1181,  662,   35
 780, 1047,  658,  351
 781,  658,  457,   36
 782,  656,  458,   37
 783,  459,   41,  467
 784,  567,  460,  459
 785,  568,  461,   38
 786,  713,  461,  568
 787,  912,  463,   39
 788,  912,  576,  463
 789, 1798,  569,   40
 790,  570,  466,  465
 791,  721,  639,  598
 792,  647,  468,  469
 793,  615,  469,   43
 794,  736,  628,  400
 795,  641,   45,  597
 796,  616,  597,  472
 797,  617,  596,  473
 798,  618,   47,  595
 799,  619,   48,  590
 800,  477,  476,   49
 801,  705,  551,  478
 802,  705,  478,   50
 803,  706,  479,  480
 804,  908,  552,   51
 805,  908,  535,   82
 806,  707,   52,  539
 807,  582,  563,  484
 808,  582,  484,   53
 809,  654,  485,   57
 810, 1184,  487,   55
 811,  672,  489,   56
 812,  564,  490,  491
 813, 1801,  553,   58
 814,  909,  554,  493
 815,  909,  493,   59
 816,  708,  495,  555
 817,  555,  495,   60
 818,  556,  496,  497
 819,  497,   61,  498
 820,  722,  642,  599
 821,  648,  499,  500
 822,  620,  500,   63
 823,  737,  630,  268
 824,  644,   65,  600
 825,  723,  621,  601
 826,  622,  601,  504
 827,  623,  622,  505
 828,  724,  603,  172
 829,  515,  507,   69
 830,  584,  508,   73
 831,  584,  557,  508
 832,  709,   70,  540
 833,  558,  511,  510
 834,  910,  559,   71
 835,  710,  513,  512
 836,  711,  514,   72
 837,  711,  560,  514
 838,  664,  516,   74
 839, 1182,  666,   75
 840, 1048,  659,  138
 841,  659,  519,   76
 842,  655,  520,   77
 843,  521,    8,  405
 844,  571,  522,  521
 845,  572,  523,   78
 846,  714,  523,  572
 847,  911,  525,   79
 848,  911,  573,  525
 849, 1799,  574,   80
 850,  575,  528,  527
 851,  753,  698,  529
 852,  529,   10,  417
 853,  700,  530,  420
 854, 1114,  122, 1063
 855,  708,  531,  494
 856,  871,  531,  339
 857,  756,  532,  171
 858,  756,  711,  532
 859,  561,  533,  421
 860,  683,  533,  561
 861,  872,  534,  150
 862,  906,  534,  151
 863,  707,  535,  482
 864, 1116,  382, 1064
 865,  681,  536,  547
 866,  702,  536,  320
 867,  755,  704,  537
 868,  537,   32,  451
 869,  757,  538,  390
 870,  757,  705,  538
 871,  707,  539,  382
 872,  563,  539,  483
 873,  557,  540,  509
 874,  682,  540,  557
 875,  541,  415,  416
 876,  585,  541,   85
 877,  874,  542,   83
 878,  699,  542,   93
 879,  693,  543,  152
 880,  693,  562,  543
 881,  860,  544,  151
 882, 1800,  544,  152
 883,  701,  545,  150
 884,  779,  545,   20
 885,  779,  546,  149
 886,  546,  435,  436
 887,  547,  447,  446
 888,  681,  547,  321
 889, 1115,  320, 1061
 890,  907,  548,  319
 891,  875,  549,  319
 892,  703,  549,  318
 893,  594,  550,  317
 894,  550,  445,  453
 895,  551,  477,  478
 896,  590,  551,  404
 897,  876,  552,   82
 898,  706,  552,  390
 899,  694,  553,  337
 900,  694,  564,  553
 901,  859,  554,  338
 902, 1801,  554,  337
 903,  697,  555,   60
 904,  758,  555,  697
 905,  697,  556,  340
 906,  556,  497,  498
 907,  557,  509,  508
 908,  682,  557,  168
 909, 1113,  169, 1062
 910,  910,  558,  170
 911,  873,  559,  170
 912,  710,  559,  171
 913,  603,  560,  172
 914,  560,  507,  515
 915,  561,  421,  422
 916,  683,  561,  107
 917,  580,  562,  153
 918,  562,  429,  543
 919,  563,  483,  484
 920,  684,  563,  374
 921,  579,  564,  336
 922,  564,  491,  553
 923,  866,  565,  383
 924,  912,  565,   81
 925,  867,  566,  100
 926,  911,  566,   84
 927,  780,  567,  397
 928,  567,  459,  467
 929,  751,  568,  397
 930,  713,  568,  383
 931,  696,  569,  375
 932,  696,  570,  569
 933,  577,  570,  367
 934,  570,  465,  569
 935,  633,  405,    1
 936,  712,  571,   92
 937,  752,  572,  712
 938,  714,  572,  100
 939,  862,  573,   84
 940, 1799,  573,  115
 941,  695,  574,  115
 942,  695,  575,  574
 943,  578,  575,  114
 944,  575,  527,  574
 945,  861,  576,   81
 946, 1798,  576,  375
 947,  577,   37,  466
 948,  692,  577,  367
 949,  691,  655,  578
 950,  578,   77,  528
 951,  579,   57,  490
 952,  689,  579,  336
 953,  690,  651,  580
 954,  580,   17,  428
 955,  652,  581,   13
 956,  685,  581,  652
 957,  686,  582,  653
 958,  582,  374,  563
 959,  583,  321,  547
 960,  650,  583,   33
 961,  649,  584,   73
 962,  688,  584,  649
 963,  726,  609,  585
 964,  585,    7,  414
 965,  821,  607,  608
 966,  586,    6,  413
 967,  725,  587,   87
 968,  587,    5,  411
 969,  731,  588,   88
 970,  588,    4,  410
 971,  740,  719,  589
 972,  636,  149,  546
 973,  729,  619,  590
 974,  590,   48,  476
 975,  611,  441,   26
 976,  732,  591,  245
 977,  612,  442,  443
 978,  715,  592,  269
 979,  614,  444,   28
 980,  822,  612,  613
 981,  720,  716,  614
 982,  594,   28,  445
 983,  823,  617,  618
 984,  595,   47,  475
 985,  728,  596,  402
 986,  596,   46,  473
 987,  733,  597,  401
 988,  597,   45,  472
 989,  741,  721,  598
 990,  639,  397,  567
 991,  642,  340,  556
 992,  599,   62,  499
 993,  600,   65,  503
 994,  621,  503,   66
 995,  601,   66,  504
 996,  622,  504,  505
 997,  602,   67,  506
 998,  624,  506,   68
 999,  724,  717,  624
1000,  603,   68,  507
1001,  739,  718,  604
1002,  633,   92,  571
1003,  785,  645,  605
1004,  632,  605,    2
1005,  725,  606,  587
1006,  606,   88,  588
1007,  608,  412,    6
1008,  607,   87,  587
1009,  781,  586,   86
1010,  781,  608,  586
1011,  726,  585,   85
1012,  727,  586,  609
1013,  819,  786,  610
1014,  786,  646,  610
1015,  611,  245,  591
1016,  611,  591,  441
1017,  613,  443,   27
1018,  612,  269,  592
1019,  613,   27,  593
1020,  782,  593,  293
1021,  614,  593,  444
1022,  614,   28,  594
1023,  820,  787,  615
1024,  787,  647,  615
1025,  616,   46,  596
1026,  728,  616,  596
1027,  618,  474,   47
1028,  617,  402,  596
1029,  783,  595,  403
1030,  783,  618,  595
1031,  729,  590,  404
1032,  730,  595,  619
1033,  788,  648,  620
1034,  629,  620,   63
1035,  621,  600,  503
1036,  621,   66,  601
1037,  623,  505,   67
1038,  622,  220,  601
1039,  623,   67,  602
1040,  784,  602,  196
1041,  624,  602,  506
1042,  624,   68,  603
1043,  637,  439,   24
1044,  819,  625,  197
1045,  638,  440,   25
1046,  735,  637,  626
1047,  640,  470,   44
1048,  820,  627,  399
1049,  641,  471,   45
1050,  736,  640,  628
1051,  629,   63,  501
1052,  643,  501,   64
1053,  630,   64,  502
1054,  644,  502,   65
1055,  635,  409,    4
1056,  738,  634,  631
1057,  632,    2,  408
1058,  634,  408,    3
1059,  633,  571,  405
1060,  633,    1,  604
1061,  738,  631,   89
1062,  634,   90,  632
1063,  731,  635,  588
1064,  635,   89,  631
1065,  636,  546,  436
1066,  636,   22,  589
1067,  637,  625,  439
1068,  637,   24,  626
1069,  638,   25,  591
1070,  732,  638,  591
1071,  639,  567,  467
1072,  639,   42,  598
1073,  640,  627,  470
1074,  640,   44,  628
1075,  733,  641,  597
1076,  641,  400,  628
1077,  642,  556,  498
1078,  642,   62,  599
